INSTNM,INSTURL,SAT_AVG,ADM_RATE,ACT_MEDIAN,GRAD_DEBT_MDN,UGDS,PCTPELL,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,C200_4,COSTT4_A,CITY,STABBR,IS_PUBLIC,IS_CITY
Mission University,www.mission.edu/,NA,NA,NA,26168,342,0.4891,0.8099,0.0673,0.0614,0.0088,0.0263,0,0.0263,0,0,0.3068,29288,Springfield,MO,0,1
House of Heavilin Beauty College-Blue Springs,kc-hair.com/,NA,NA,NA,7917,120,0.4348,0.4917,0.375,0.0917,0.025,0,0,0.0167,0,0,NA,NA,Blue Springs,MO,0,1
Cox College,https://coxcollege.edu/,NA,0.7143,NA,20000,634,0.3491,0.8297,0.0158,0.0552,0.0126,0.0079,0,0.0363,0,0.0426,0,NA,Springfield,MO,0,1
Calvary University,www.calvary.edu/,1008,0.7091,NA,20839,170,0.3584,0.7647,0.0529,0.1118,0.0176,0,0.0059,0.0353,0.0059,0.0059,0.3704,20044,Kansas City,MO,0,1
Cape Girardeau Career and Technology Center,www.capectc.org/,NA,NA,NA,8750,212,0.3777,0.7877,0.1557,0.0142,0.0047,0.0047,0,0.033,0,0,NA,NA,Cape Girardeau,MO,1,1
Central Christian College of the Bible,https://www.cccb.edu/,NA,NA,NA,17500,145,0.5316,0.6483,0.1379,0.0552,0.0276,0,0,0.0207,0,0.1103,0.5152,22288,Moberly,MO,0,0
Central Methodist University-College of Liberal Arts and Sciences,www.centralmethodist.edu/,1090,0.879,NA,17619,1015,0.3698,0.6384,0.1163,0.0837,0.0089,0.0049,0,0.0512,0.0808,0.0158,0.5018,43890,Fayette,MO,0,0
University of Central Missouri,https://www.ucmo.edu/,1090,0.6861,NA,21000,5653,0.2565,0.7569,0.0869,0.069,0.0119,0.0042,0.0012,0.0474,0.0175,0.005,0.532,22086,Warrensburg,MO,1,0
Grand River Technical School,www.grts.org/,NA,1,NA,NA,39,0.3766,0.9487,0,0.0256,0,0,0,0.0256,0,0,NA,NA,Chillicothe,MO,1,0
Cleveland University-Kansas City,www.cleveland.edu/,NA,0.8,NA,12500,79,0.5667,0.481,0.0253,0.1139,0.0127,0,0,0.3418,0,0.0253,0.6667,39040,Overland Park,KS,0,1
Columbia College,https://www.ccis.edu/,NA,NA,NA,23879,5359,0.4412,0.5288,0.2131,0.1161,0.0203,0.0043,0.0058,0.064,0.0308,0.0168,0.2814,37136,Columbia,MO,0,1
Conception Seminary College,www.conception.edu/,1250,1,28,NA,32,0.1154,0.5313,0.0938,0.3438,0.0313,0,0,0,0,0,0.3684,41161,Conception,MO,0,0
Cottey College,https://www.cottey.edu/,1190,0.6631,NA,19043,266,0.4534,0.7293,0.0677,0.1053,0.015,0.0226,0.0038,0.015,0.0414,0,0.7391,36726,Nevada,MO,0,0
Crowder College,www.crowder.edu/,NA,NA,NA,9000,2622,0.3463,0.7002,0.0172,0.1522,0.016,0.0183,0.0076,0.0534,0.0153,0.0198,NA,11561,Neosho,MO,1,0
Culver-Stockton College,https://www.culver.edu/,1020,0.98,NA,26000,884,0.3578,0.6799,0.155,0.069,0.0068,0.0124,0.0057,0.0396,0.0317,0,0.4923,43028,Canton,MO,0,0
Drury University,www.drury.edu/,1212,0.5887,35,20979,1367,0.272,0.73740000000000006,0.0315,0.03,0.0205,0.0139,0.0015,0.0351,0.0797,0.0505,0.6064,47091,Springfield,MO,0,1
East Central College,www.eastcentral.edu/,NA,NA,NA,9500,1719,0.3306,0.879,0.0111,0.0413,0.0058,0.0047,0.0017,0.0396,0.014,0.0029,NA,18191,Union,MO,1,0
Pinnacle Career Institute,pcitraining.edu/,NA,NA,NA,11605,488,0.688,0.5143,0.2152,0.1619,0.0082,0.0369,0.002,0.0512,0,0.0102,NA,NA,Kansas City,MO,0,1
Evangel University,www.evangel.edu/,NA,0.693,NA,24736,1205,0.3612,0.7502,0.0481,0.0523,0.0183,0.0124,0,0.0573,0.0349,0.0266,0.5762,38931,Springfield,MO,0,1
Fontbonne University,https://www.fontbonne.edu/,NA,0.9503,NA,25000,632,0.4795,0.606,0.2769,0.0142,0.0206,0.0063,0.0016,0.0522,0.0063,0.0158,0.618,42982,Saint Louis,MO,0,1
Four Rivers Career Center,frcc.washington.k12.mo.us/,NA,NA,NA,10623,24,0.6207,0.9167,0,0,0,0,0,0.0833,0,0,NA,27525,Washington,MO,1,0
Ozarks Technical Community College,www.otc.edu/,NA,NA,NA,10453,8194,0.3711,0.7966,0.0314,0.0779,0.0165,0.0057,0.0026,0.0607,0,0.0088,NA,12540,Springfield,MO,1,1
Hannibal-LaGrange University,www.hlg.edu/,1020,0.5874,NA,18599,381,0.2935,0.6824,0.1024,0.0709,0.0105,0,0,0.0236,0.0341,0.0761,0.3611,39296,Hannibal,MO,0,0
Harris-Stowe State University,https://www.hssu.edu/,NA,NA,NA,25930,1086,0.7288,0.0258,0.826,0.0193,0.0018,0,9e-4,0.0405,0.0479,0.0378,0.2151,19616,Saint Louis,MO,1,1
House of Heavilin Beauty College-Kansas City,kc-hair.com/,NA,NA,NA,13102,60,0.8091,0.1,0.8667,0,0,0,0,0.0333,0,0,NA,NA,Kansas City,MO,0,1
Summit Salon Academy Kansas City,www.summitsalonacademykc.com/,NA,NA,NA,11938,108,0.5892,0.5185,0.2593,0.1389,0,0,0,0.0648,0,0.0185,NA,NA,Independence,MO,0,1
Jefferson College,https://www.jeffco.edu/,NA,NA,NA,9285,2514,0.2951,0.8823,0.0255,0.0346,0.0167,0.004,0.0012,0.0298,0.006,0,NA,12965,Hillsboro,MO,1,0
Paul Mitchell the School-Missouri Columbia,missouricolumbia.paulmitchell.edu/,NA,NA,NA,9500,149,0.5419,0.7651,0.1275,0.0336,0.0134,0.0067,0,0.0537,0,0,NA,NA,Columbia,MO,0,1
Barnes-Jewish College Goldfarb School of Nursing,https://www.barnesjewishcollege.edu/,NA,NA,NA,16750,426,0.2458,0.6502,0.2019,0.0023,0.0376,0.0047,0,0.0423,0.0117,0.0493,NA,NA,Saint Louis,MO,0,1
Kansas City Art Institute,www.kcai.edu/,NA,0.6035,NA,27000,782,0.4173,0.6164,0.0806,0.1471,0.0358,0.0038,0,0.0831,0.0128,0.0205,0.6207,57779,Kansas City,MO,0,1
Lex La-Ray Technical Center,www.lexlaray.com/,NA,0.75,NA,NA,22,0.6,0.8182,0.1818,0,0,0,0,0,0,0,NA,NA,Lexington,MO,1,0
Lincoln University,https://www.lincolnu.edu/,NA,NA,NA,28875,1357,0.463,0.2837,0.5321,0.0361,0.0066,0.0037,7e-4,0.0413,0.0685,0.0273,0.2799,21265,Jefferson City,MO,1,1
Lindenwood University,https://www.lindenwood.edu/,1120,0.6586,31,26000,4748,0.2889,0.6365,0.135,0.0459,0.0177,0.0038,0.0061,0.0505,0.0701,0.0343,0.5378,33442,Saint Charles,MO,0,1
State Technical College of Missouri,https://www.statetechmo.edu/,NA,NA,NA,10986,2023,0.2987,0.9244,0.0133,0.0054,0.0049,0.0158,5e-4,0.0163,0,0.0193,NA,17385,Linn,MO,1,0
Logan University,https://www.logan.edu/,998,0.9,NA,10250,258,0.4,0.655,0.1512,0.0349,0.0465,0.0078,0.0078,0.0504,0,0.0465,NA,24276,Chesterfield,MO,0,1
Metropolitan Community College-Kansas City,www.mcckc.edu/,NA,NA,NA,10073,10412,0.304,0.5558,0.1626,0.15,0.0288,0.002,0.0029,0.0663,0.0083,0.0233,NA,14162,Kansas City,MO,1,1
Maryville University of Saint Louis,https://www.maryville.edu/,NA,0.9369,NA,22000,5988,0.3555,0.6475,0.1281,0.0877,0.0336,0.0042,0,0.0379,0.0276,0.0336,0.7402,45093,Saint Louis,MO,0,1
Missouri College of Cosmetology and Esthetics,merrelluniversity.edu/,NA,NA,NA,7671,88,0.5581,0.8182,0.1136,0.0114,0,0,0,0.0227,0,0.0341,NA,NA,Jefferson City,MO,0,1
Midwest Institute,midwestinstitute.com/,NA,0.7778,NA,9500,151,0.4167,0.5762,0.3179,0.0331,0,0,0,0.0132,0,0.0596,NA,NA,Earth City,MO,0,1
Midwestern Baptist Theological Seminary,https://www.mbts.edu/,NA,0.9433,NA,15675,791,0.3092,0.756,0.0392,0.0746,0.0329,0.0076,0.0038,0.024,0.0152,0.0468,0.3636,31765,Kansas City,MO,0,1
Mineral Area College,https://mineralarea.edu/,NA,NA,NA,10500,1530,0.308,0.8471,0.0275,0.0314,0.0052,0.0033,0,0.0229,0.0412,0.0216,NA,17328,Park Hills,MO,1,0
Missouri Baptist University,www.mobap.edu/,983,0.641,NA,22500,1452,0.1271,0.7328,0.1391,0.0041,0.011,0.0083,7e-4,0.0289,0.0441,0.031,0.4229,47370,Saint Louis,MO,0,1
Missouri Southern State University,www.mssu.edu/,1090,0.9744,27,19174,3101,0.3497,0.6933,0.0651,0.0932,0.0281,0.0445,0.0058,0.0148,0.0326,0.0226,0.3759,19194,Joplin,MO,1,1
Missouri Valley College,https://www.moval.edu/,1018,0.5269,NA,25950,1274,0.2991,0.3603,0.1484,0.1075,0.0063,0.0031,0.0157,0.0392,0.2991,0.0204,0.2477,37001,Marshall,MO,0,0
Missouri Western State University,https://www.missouriwestern.edu/,NA,NA,NA,19968,2372,0.2817,0.675,0.1395,0.0169,0.0177,0.0118,0.0021,0.0805,0.0126,0.0438,0.394,20282,Saint Joseph,MO,1,1
University of Missouri-Columbia,https://missouri.edu/,1247,0.7702,NA,20500,23118,0.201,0.7973,0.0508,0.0574,0.0278,0.0014,0.001,0.0439,0.0104,0.01,0.7331,28948,Columbia,MO,1,1
University of Missouri-Kansas City,https://www.umkc.edu/,1230,0.7499,NA,18750,6618,0.2498,0.4799,0.1369,0.1618,0.1082,0.0038,0.0012,0.0532,0.0429,0.0121,0.5639,24645,Kansas City,MO,1,1
Missouri University of Science and Technology,https://www.mst.edu/,1287,0.7307,37,23250,5467,0.2075,0.7483,0.032,0.0556,0.0441,0.0038,2e-4,0.028,0.0256,0.0624,0.6521,25653,Rolla,MO,1,0
University of Missouri-St Louis,https://www.umsl.edu/,1147,0.5716,NA,20000,5108,0.1785,0.6085,0.1854,0.0409,0.0501,0.0031,8e-4,0.0401,0.0166,0.0544,0.6028,27442,Saint Louis,MO,1,1
Moberly Area Community College,www.macc.edu/,NA,NA,NA,10658,2928,0.2187,0.7367,0.1093,0.0584,0.0195,0.0027,0.0014,0.0458,0.0034,0.0229,NA,13379,Moberly,MO,1,0
Neosho Beauty College,neoshobeautycollege.com/,NA,NA,NA,9500,62,0.5698,0.871,0.0323,0.0806,0.0161,0,0,0,0,0,NA,NA,Neosho,MO,0,0
Truman State University,https://www.truman.edu/,1249,0.7996,NA,21000,2666,0.153,0.7881,0.0203,0.0345,0.0206,0.0019,8e-4,0.0311,0.0923,0.0105,0.7253,23420,Kirksville,MO,1,0
Northwest Missouri State University,https://www.nwmissouri.edu/,1090,0.8591,NA,21500,4550,0.2732,0.8154,0.0426,0.0521,0.0051,0.0046,0.0011,0.0341,0.0251,0.02,0.5186,22906,Maryville,MO,1,0
Ozark Christian College,www.occ.edu/,NA,0.9819,NA,16772,612,0.3849,0.8317,0.0163,0.0556,0.0131,0.0196,0.0016,0.0392,0.0131,0.0098,0.6015,25475,Joplin,MO,0,1
College of the Ozarks,www.cofo.edu/,1125,0.1487,NA,NA,1415,0.4364,0.8678,0.0141,0.0473,0.012,0.0071,0,0.0269,0.0155,0.0092,0.6308,32262,Point Lookout,MO,0,0
Park University,www.park.edu/,NA,NA,NA,21685,5250,0.3863,0.4141,0.179,0.2339,0.029,0.0046,0.0091,0.0741,0.0392,0.017,0.259,23714,Parkville,MO,0,1
Stevens-The Institute of Business & Arts,www.siba.edu/,NA,0.7143,NA,27000,95,0.7614,0.3368,0.6105,0.0211,0.0211,0,0,0,0.0105,0,1,27565,Saint Louis,MO,0,1
Poplar Bluff Technical Career Center,www.poplarbluffschools.net/,NA,NA,NA,NA,14,0.7714,0.8571,0.0714,0.0714,0,0,0,0,0,0,NA,NA,Poplar Bluff,MO,1,0
Ranken Technical College,www.ranken.edu/,NA,NA,NA,12000,1695,0.4171,0.636,0.2077,0.0407,0.0183,0.0077,0.0018,0.0236,6e-4,0.0637,0.7273,28229,Saint Louis,MO,0,1
Research College of Nursing,researchcollege.edu/,NA,NA,NA,13930,249,0.1762,0.6867,0.1245,0.0321,0.0442,0,0,0.0281,0,0.0843,NA,NA,Kansas City,MO,0,1
Rockhurst University,https://www.rockhurst.edu/,1218,0.6905,NA,18250,1702,0.1933,0.6157,0.0905,0.1698,0.0358,0.0041,0.0012,0.0388,0.03,0.0141,0.7421,57712,Kansas City,MO,0,1
Saint Louis University,www.slu.edu/,1326,0.8147,NA,25000,7324,0.1537,0.5666,0.0953,0.0875,0.1427,0.001,5e-4,0.055,0.044,0.0074,0.8033,69125,Saint Louis,MO,0,1
Salem College of Hairstyling,www.centralandsalemcolleges.com/,NA,NA,NA,NA,32,0.5192,0.9063,0.0625,0.0313,0,0,0,0,0,0,NA,NA,Rolla,MO,0,0
University of Health Sciences and Pharmacy in St. Louis,www.uhsp.edu/,1150,0.7513,NA,17755,274,0.2879,0.6277,0.135,0.0146,0.0949,0.0036,0.0073,0.0219,0.0511,0.0438,0.7713,53608,Saint Louis,MO,0,1
Saint Louis Community College,https://www.stlcc.edu/,NA,NA,NA,6725,11174,0.2943,0.4794,0.3382,0.0566,0.0429,0.0027,0.001,0.0525,0.015,0.0117,NA,12053,Bridgeton,MO,1,1
Southwest Baptist University,www.sbuniv.edu/,1084,0.9972,NA,20957,1339,0.3513,0.7595,0.065,0.0358,0.0134,0.0052,0,0.0336,0.0224,0.065,0.5059,38035,Bolivar,MO,0,0
Missouri State University-West Plains,wp.missouristate.edu/,NA,NA,NA,10000,860,0.2652,0.8698,0.0326,0.0314,0.0058,0.0093,0,0.0302,0.007,0.014,NA,15761,West Plains,MO,1,0
St Louis College of Health Careers-St Louis,www.slchc.edu/,NA,NA,NA,11750,108,0.7958,0.037,0.9167,0.0185,0,0.0185,0,0.0093,0,0,NA,NA,Saint Louis,MO,0,1
State Fair Community College,https://www.sfccmo.edu/,NA,NA,NA,10500,2475,0.3335,0.7733,0.044,0.1034,0.0089,0.0053,0.0044,0.0505,0.0089,0.0012,NA,13483,Sedalia,MO,1,0
Stephens College,https://www.stephens.edu/,1104,0.9155,NA,27000,353,0.4171,0.5666,0.1048,0.0085,0.0113,0.0057,0,0.0822,0.0142,0.2068,0.5344,42694,Columbia,MO,0,1
Southeast Missouri State University,https://www.semo.edu/,1018,0.785,NA,21500,6588,0.2942,0.75,0.0845,0.0319,0.0085,0.002,3e-4,0.034,0.0477,0.0411,0.5579,23337,Cape Girardeau,MO,1,1
Missouri State University-Springfield,www.missouristate.edu/,1119,0.9105,NA,21992,13407,0.2134,0.7902,0.0351,0.0535,0.0195,0.0038,0.0013,0.0403,0.0294,0.0269,0.6073,24022,Springfield,MO,1,1
Three Rivers College,https://trcc.edu/,NA,NA,NA,10000,1909,0.4691,0.7517,0.1137,0.0367,0.0052,0.0031,0.0021,0,0.0042,0.0833,NA,17482,Poplar Bluff,MO,1,0
North Central Missouri College,www.ncmissouri.edu/,NA,NA,NA,10500,1198,0.3358,0.8689,0.0367,0.0067,0.0075,0.0017,8e-4,0.0401,0.0159,0.0217,NA,17119,Trenton,MO,1,0
Washington University in St Louis,https://wustl.edu/,1530,0.1196,42,17500,7897,0.1589,0.4147,0.0891,0.1256,0.2115,0.001,6e-4,0.0629,0.0821,0.0124,0.9348,83476,Saint Louis,MO,0,1
Webster University,www.webster.edu/,1145,0.5799,NA,23000,2180,0.2804,0.6106,0.1468,0.0642,0.028,0.0014,0.0014,0.0495,0.0706,0.0275,0.5777,49218,Saint Louis,MO,0,1
Westminster College,www.wcmo.edu/,1083,0.7758,NA,27000,592,0.3967,0.8007,0.0659,0.0507,0.0051,0.0051,0.0017,0.0422,0.022,0.0068,0.5356,49646,Fulton,MO,0,0
William Jewell College,https://www.jewell.edu/,1114,0.3429,NA,24498,868,0.2791,0.6221,0.0887,0.1175,0.0138,0.0115,0.0035,0.068,0.0472,0.0276,0.6531,34291,Liberty,MO,0,1
William Woods University,https://www.williamwoods.edu/,NA,0.7449,NA,21983,1061,0.3034,0.5919,0.1169,0.0829,0.0132,0.0094,0.0028,0.0415,0.032,0.1093,0.5526,44907,Fulton,MO,0,0
Academy of Cosmetology Inc,www.academycosmetology.com/,NA,NA,NA,NA,35,0.3696,0.9143,0.0286,0.0286,0,0,0,0.0286,0,0,NA,NA,Bozeman,MT,0,1
Blackfeet Community College,bfcc.edu/,NA,NA,NA,NA,240,0.7982,0.0667,0,0.0042,0,0.9292,0,0,0,0,NA,12168,Browning,MT,0,0
Butte Academy of Beauty Culture,butteacademyofbeauty.ipage.com/,NA,NA,NA,NA,13,0.3778,1,0,0,0,0,0,0,0,0,NA,NA,Butte,MT,0,0
Highlands College of Montana Tech,https://www.mtech.edu/,NA,NA,NA,18750,343,0.1557,0.793,0.0029,0.0496,0.0175,0.0292,0,0.0554,0,0.0525,NA,16138,Butte,MT,1,0
Crevier's Academy of Cosmetology Arts,www.crevierschool.com/,NA,NA,NA,NA,62,0.211,0.8387,0,0.0484,0,0.0968,0,0.0161,0,0,NA,NA,Kalispell,MT,0,0
Carroll College,www.carroll.edu/,1170,0.7264,32,25757,1052,0.1804,0.7842,0.0057,0.0751,0.0105,0.0048,0.0019,0.0599,0,0.058,0.677,54141,Helena,MT,0,1
Dawson Community College,www.dawson.edu/,NA,NA,NA,9450,226,0.2684,0.6504,0.0398,0.0708,0.0044,0.0708,0.0044,0.0442,0.1018,0.0133,NA,15311,Glendive,MT,1,0
Chief Dull Knife College,cdkc.edu/,NA,NA,NA,NA,226,0.3077,0.0531,0,0,0,0.9469,0,0,0,0,NA,12809,Lame Deer,MT,1,0
Montana State University Billings,www.msubillings.edu/,NA,NA,NA,18209,2710,0.2647,0.755,0.0074,0.0782,0.0107,0.0524,0.0011,0.059,0.0244,0.0118,0.2762,18473,Billings,MT,1,1
Flathead Valley Community College,www.fvcc.edu/,NA,NA,NA,10500,1169,0.1647,0.7844,0.006,0.0445,0.0163,0.0265,9e-4,0.0402,0.0163,0.065,NA,14949,Kalispell,MT,1,0
Aaniiih Nakoda College,www.ancollege.edu/,NA,NA,NA,NA,108,0.5346,0.0648,0,0,0,0.9352,0,0,0,0,NA,16133,Harlem,MT,1,0
Fort Peck Community College,www.fpcc.edu/,NA,NA,NA,NA,426,0.208,0.1385,0.007,0.007,0.007,0.838,0,0,0,0.0023,NA,11078,Poplar,MT,1,0
Great Falls College Montana State University,https://www.gfcmsu.edu/,NA,NA,NA,NA,828,0.3003,0.7536,0.006,0.0592,0.0133,0.058,0.0024,0.1014,0,0.006,NA,14341,Great Falls,MT,1,1
University of Providence,www.uprovidence.edu/,985,0.642,NA,18750,527,0.3103,0.7438,0.0493,0.038,0.0398,0.0285,0.0228,0,0.0569,0.0209,0.5521,43054,Great Falls,MT,0,1
Helena College University of Montana,https://www.helenacollege.edu/,NA,NA,NA,14580,641,0.1856,0.7691,0.0078,0.0546,0.0062,0.0203,0,0.0733,0,0.0686,NA,17493,Helena,MT,1,1
Little Big Horn College,www.lbhc.edu/,NA,NA,NA,NA,339,0.3597,0.0147,0,0.0029,0,0.9794,0,0.0029,0,0,NA,11402,Crow Agency,MT,1,0
Miles Community College,www.milescc.edu/,NA,NA,NA,11500,353,0.2367,0.7592,0.0227,0.034,0.0028,0.0283,0.0227,0.0368,0.0227,0.0708,NA,15399,Miles City,MT,1,0
Montana Technological University,https://www.mtech.edu/,1126,0.899,29,18750,1428,0.2136,0.8151,0.0126,0.0476,0.0126,0.0161,0,0.0294,0.014,0.0525,0.5909,21620,Butte,MT,1,0
Montana State University,https://www.montana.edu/,1154,0.8683,NA,22500,14472,0.1673,0.8427,0.0044,0.0576,0.0104,0.0144,7e-4,0.0554,0.0077,0.0067,0.563,23779,Bozeman,MT,1,1
The University of Montana,www.umt.edu/,1190,0.956,28,22400,7079,0.2751,0.7046,0.0072,0.0612,0.013,0.0342,6e-4,0.1468,0.0076,0.0249,0.5062,23744,Missoula,MT,1,1
Montana State University-Northern,www.msun.edu/,NA,NA,NA,18500,787,0.297,0.6861,0.0191,0.0534,0.0025,0.197,0,0.0343,0,0.0076,0.3875,17363,Havre,MT,1,0
Rocky Mountain College,https://www.rocky.edu/,1093,0.7288,28,26000,790,0.3172,0.719,0.0481,0.0747,0.0025,0.0266,0.0025,0.0684,0.057,0.0013,0.5272,44180,Billings,MT,0,1
Salish Kootenai College,www.skc.edu/,NA,NA,NA,12923,568,0.5804,0.2623,0.0018,0.0739,0.0018,0.6391,0.0106,0.0018,0,0.0088,0.4667,14562,Pablo,MT,1,0
The University of Montana-Western,umwestern.edu/,NA,0.995,NA,21000,1271,0.3539,0.8096,0.0094,0.0448,0.0055,0.059,0.0071,0.0511,0,0.0134,0.405,19414,Dillon,MT,1,0
Bellevue University,www.bellevue.edu/,NA,NA,NA,20000,10426,0.2891,0.4998,0.1635,0.152,0.033,0.0073,0.0032,0.0333,3e-4,0.1076,0.2642,33315,Bellevue,NE,0,1
Clarkson College,www.clarksoncollege.edu/,NA,0.6429,NA,23716,611,0.3043,0.6514,0.0851,0.0507,0.0393,0.0016,0.0033,0.1571,0,0.0115,0.68,23962,Omaha,NE,0,1
Bryan College of Health Sciences,https://www.bryanhealthcollege.edu/bcohs/,NA,0.6291,NA,24985,534,0.2124,0.8371,0.015,0.0824,0.0187,0,0,0.0262,0,0.0206,0.6977,28837,Lincoln,NE,0,1
Central Community College,https://www.cccneb.edu/,NA,NA,NA,7992,3206,0.1902,0.6173,0.0371,0.3175,0.0106,0.0119,0.0037,0.0019,0,0,NA,13504,Grand Island,NE,1,1
Chadron State College,www.csc.edu/,NA,NA,NA,18875,1634,0.3587,0.7632,0.0379,0.1175,0.0049,0.0153,0.0018,0.0416,0.0122,0.0055,0.4019,20672,Chadron,NE,1,0
College of Hair Design-Downtown,collegeofhairdesign.com/,NA,NA,NA,12000,72,0.5534,0.2083,0.1806,0.3611,0.0556,0.0139,0,0.125,0,0.0556,NA,NA,Lincoln,NE,0,1
Concordia University-Nebraska,www.cune.edu/,1148,0.9004,NA,25750,1270,0.1136,0.7276,0.0197,0.0543,0.0047,0.0031,0,0.0299,0.0575,0.1031,0.5937,51179,Seward,NE,0,0
Creighton University,https://www.creighton.edu/,1296,0.7231,36,25000,4231,0.0524,0.6883,0.0253,0.1004,0.0848,0.0024,0.0017,0.0671,0.0201,0.0099,0.7887,61046,Omaha,NE,0,1
Doane University,www.doane.edu/,NA,0.8953,NA,25000,981,0.2801,0.6799,0.0418,0.1019,0.0102,0.0061,0.0031,0.0347,0.0428,0.0795,0.5909,55510,Crete,NE,0,0
Hastings College,www.hastings.edu/,NA,0.6987,NA,27000,957,0.2894,0.6437,0.0564,0.1181,0.0136,0.0146,0,0.0178,0.0627,0.0731,0.4949,49051,Hastings,NE,0,0
CHI Health School of Radiologic Technology,www.chihealth.com/school-of-radiologic-technology,NA,NA,NA,NA,25,0.125,0.68,0,0.24,0.04,0,0,0.04,0,0,NA,NA,Omaha,NE,0,1
Joseph's College Cosmetology,josephscollege.edu/,NA,NA,NA,12000,98,0.6159,0.7449,0.0102,0.1633,0.0102,0,0,0.0612,0,0.0102,NA,NA,Lincoln,NE,0,1
University of Nebraska at Kearney,www.unk.edu/,1089,0.8579,NA,19500,4130,0.3354,0.7332,0.0274,0.1521,0.0077,0.0019,0.0022,0.0262,0.0448,0.0046,0.5841,24452,Kearney,NE,1,0
Nebraska Methodist College of Nursing & Allied Health,www.methodistcollege.edu/,NA,0.8829,NA,23417,752,0.323,0.742,0.0652,0.0944,0.0332,0.0066,0.004,0.0173,0,0.0372,0.7273,30659,Omaha,NE,0,1
Metropolitan Community College Area,https://www.mccneb.edu/,NA,NA,NA,8217,7629,0.1993,0.4719,0.1157,0.1909,0.0312,0.0045,0.0017,0.0519,0.0126,0.1197,NA,9684,Omaha,NE,1,1
Mid-Plains Community College,www.mpcc.edu/,NA,NA,NA,9995,923,0.1771,0.7324,0.0303,0.1073,0.0065,0.0076,0.0011,0.0347,0.0715,0.0087,NA,12030,North Platte,NE,1,0
Midland University,https://www.midlandu.edu/,1043,0.6692,NA,26134,1191,0.2806,0.5701,0.0756,0.1612,0.0168,0,0,0.0218,0.0798,0.0747,0.4531,52386,Fremont,NE,0,0
University of Nebraska at Omaha,https://www.unomaha.edu/,1120,0.869,28,19000,11573,0.331,0.606,0.0766,0.1721,0.0535,0.0034,0.001,0.0499,0.031,0.0065,0.5583,20446,Omaha,NE,1,1
Nebraska Indian Community College,www.thenicc.edu/,NA,NA,NA,NA,330,0.2954,0.0909,0,0.0212,0.0061,0.8818,0,0,0,0,NA,29812,Macy,NE,1,0
University of Nebraska Medical Center,www.unmc.edu/,NA,NA,NA,15000,861,0.2212,0.7747,0.0221,0.1231,0.029,0,0,0.0348,0.0128,0.0035,NA,NA,Omaha,NE,1,1
Nebraska Wesleyan University,https://www.nebrwesleyan.edu/,1209,0.8375,NA,26970,1514,0.296,0.7417,0.041,0.1077,0.0231,0.004,7e-4,0.0416,0.0251,0.0152,0.6629,53350,Lincoln,NE,0,1
University of Nebraska-Lincoln,www.unl.edu/,1191,0.7707,NA,21000,18887,0.2217,0.7608,0.0292,0.0909,0.0403,0.0022,7e-4,0.0367,0.0304,0.0088,0.6738,25341,Lincoln,NE,1,1
Northeast Community College,https://northeast.edu/,NA,NA,NA,11000,2464,0.1659,0.7293,0.0138,0.1631,0.0065,0.0101,4e-4,0.0231,0.0381,0.0154,NA,13845,Norfolk,NE,1,0
Peru State College,www.peru.edu/,NA,NA,NA,21875,1141,0.3376,0.7125,0.1183,0.0911,0.0061,0.0079,9e-4,0.0438,0.0149,0.0044,0.3952,20743,Peru,NE,1,0
Summit Christian College,https://www.summitcc.edu/,NA,0.1429,NA,NA,17,0.3636,0.9412,0,0.0588,0,0,0,0,0,0,1,26634,Gering,NE,0,0
College of Saint Mary,https://www.csm.edu/,1120,0.4395,NA,24250,455,0.3692,0.5692,0.0923,0.2264,0.022,0.0044,0.0044,0.0308,0.022,0.0286,0.5811,33989,Omaha,NE,0,1
Southeast Community College Area,www.southeast.edu/,NA,NA,NA,11000,6235,0.211,0.7068,0.0582,0.1301,0.035,0.0047,0.0019,0.0622,0,0.0011,NA,12319,Lincoln,NE,1,1
Union Adventist University,https://www.ucollege.edu/,NA,0.9989,NA,27000,439,0.2438,0.4829,0.0683,0.2551,0.0524,0.0023,0.0114,0.0342,0.0866,0.0068,0.5882,40586,Lincoln,NE,0,1
Nebraska College of Technical Agriculture,https://ncta.unl.edu/,NA,NA,NA,21000,228,0.3366,0.9123,0.0044,0.0614,0,0,0,0.0088,0.0044,0.0088,NA,19088,Curtis,NE,1,0
Wayne State College,https://www.wsc.edu/,NA,NA,NA,19000,3041,0.2658,0.777,0.0296,0.0993,0.0082,0.0072,3e-4,0.0283,0.047,0.003,0.5111,21310,Wayne,NE,1,0
Western Nebraska Community College,www.wncc.edu/,NA,NA,NA,9000,948,0.2476,0.5485,0.0295,0.2711,0.0137,0.0222,0.0011,0,0.0865,0.0274,NA,12550,Scottsbluff,NE,1,0
York University,www.york.edu/,988,0.4763,NA,21500,443,0.4374,0.5395,0.1084,0.1964,0.0023,0.0113,0.0023,0,0.1129,0.0271,0.3426,33136,York,NE,0,0
Academy of Hair Design-Las Vegas,www.ahdvegas.com/,NA,NA,NA,6333,213,0.5956,0.2676,0.1737,0.4366,0.0329,0.0094,0.0141,0.0563,0.0047,0.0047,NA,NA,Las Vegas,NV,0,1
