INSTNM,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PCTPELL
California State University-Stanislaus,8564,0.3392,0.6608,0.1732,0.0285,0.6297,0.0893,0.0021,0.0062,0.0253,0.0041,0.0416,0.5531
California State University-San Bernardino,15771,0.3884,0.6116,0.0997,0.0524,0.7228,0.0607,0.0015,0.001,0.0252,0.0116,0.0249,0.5713
California State Polytechnic University-Pomona,24271,0.5562,0.4438,0.1322,0.0245,0.5426,0.2224,0.001,0.0017,0.0385,0.0124,0.0246,0.4603
California State University-Chico,13057,0.4451,0.5549,0.4205,0.0281,0.3842,0.0574,0.0044,0.0023,0.0575,0.0103,0.0352,0.4008
California State University-Dominguez Hills,12642,0.3994,0.6006,0.0424,0.1199,0.7165,0.0672,6e-4,0.0021,0.0212,0.0079,0.0221,0.6104
California State University-Fresno,21070,0.4165,0.5835,0.1503,0.0301,0.6228,0.118,0.0028,0.0012,0.0239,0.0243,0.0265,0.5573
California State University-Fullerton,36956,0.43120000000000003,0.5688,0.144,0.0236,0.5432,0.2151,0.0011,0.0015,0.0364,0.0122,0.0229,0.4714
California State University-East Bay,10422,0.4122,0.5878,0.1524,0.0923,0.4088,0.2206,0.0012,0.0101,0.0517,0.0232,0.0398,0.4357
California State University-Long Beach,34131,0.4155,0.5845,0.1485,0.0359,0.5127,0.2124,0.001,0.0023,0.0469,0.0214,0.019,0.4932
California State University-Los Angeles,21478,0.433,0.567,0.0406,0.0397,0.7716,0.1014,8e-4,6e-4,0.0146,0.0106,0.0203,0.6605
California State University-Northridge,32357,0.4682,0.5318,0.1874,0.0526,0.572,0.089,8e-4,0.0015,0.0311,0.0313,0.0343,0.5599
California State University-Sacramento,27867,0.4457,0.5543,0.2176,0.0664,0.3862,0.2087,0.0026,0.0099,0.0585,0.0153,0.0349,0.4863
University of California-Berkeley,33073,0.4406,0.5594,0.1952,0.0213,0.218,0.3524,0.0011,0.001,0.0622,0.1149,0.0339,0.2733
University of California-Davis,31777,0.4081,0.5919,0.2054,0.0174,0.2457,0.3134,0.0011,0.0022,0.063,0.1308,0.0211,0.3078
University of California-Irvine,29494,0.441,0.559,0.1289,0.0191,0.2624,0.3863,0.0015,0.0011,0.0641,0.1189,0.0178,0.3729
University of California-Los Angeles,33040,0.3895,0.6105,0.2511,0.033,0.2321,0.2989,0.0015,0.0016,0.0752,0.0769,0.0298,0.271
University of California-Riverside,22644,0.4779,0.5221,0.105,0.0341,0.4008,0.358,5e-4,0.0016,0.0474,0.0399,0.0127,0.4669
University of California-San Diego,33787,0.462,0.538,0.1818,0.0179,0.2526,0.3432,8e-4,7e-4,0.0634,0.118,0.0216,0.3289
University of California-Santa Barbara,23205,0.4301,0.5699,0.3173,0.0203,0.2604,0.1867,0.0015,6e-4,0.0885,0.0977,0.027,0.2799
University of California-Santa Cruz,17812,0.4837,0.5163,0.3078,0.0195,0.285,0.2465,8e-4,0.0013,0.0851,0.031,0.023,0.3175
Sofia University,7,0.1429,0.8571,0.4286,0,0,0.2857,0.1429,0,0.1429,0,0,0.5
California Beauty School,73,0,1,0.274,0,0.6575,0.0137,0.0137,0,0.0274,0,0.0137,0.3636
Haven University,22,0.4091,0.5909,0,0.1364,0.0455,0.1364,0,0,0,0.6818,0,NA
California Hair Design Academy,125,0.224,0.776,0.344,0.08,0.376,0.056,0,0,0.144,0,0,0.5068
California Institute of the Arts,881,0.395,0.605,0.3303,0.0465,0.151,0.0885,0.0023,0.0011,0.0749,0.2736,0.0318,0.2213
California State University Maritime Academy,761,0.8108,0.1892,0.477,0.0315,0.2221,0.1025,0.0053,0.0092,0.0946,0.0039,0.053900000000000003,0.2871
Canada College,4878,0.3993,0.6007,0.2474,0.0295,0.4301,0.1671,0.001,0.0139,0.0472,0.0314,0.0324,0.1001
College of the Canyons,15365,0.5588,0.4412,0.2527,0.0527,0.5277,0.0903,0.0012,0.0033,0.0373,0.0075,0.0273,0.1663
Career Academy of Beauty,207,0.0145,0.9855,0.1836,0.0242,0.6425,0.1063,0.0145,0.0048,0.0145,0.0048,0.0048,0.5245
Casa Loma College-Los Angeles,581,0.3373,0.6627,0.2306,0.0275,0.4785,0.0568,0,0.0034,0.0207,0,0.1824,0.5511
CET-San Diego,225,0.8889,0.1111,0.1289,0.12,0.4089,0.3111,0.0044,0.0089,0.0133,0,0.0044,0.2914
CET-San Jose,175,0.8343,0.1657,0.08,0.0114,0.8457,0.0343,0,0.0114,0.0171,0,0,0.3721
CET-El Centro,167,0.8084,0.1916,0.006,0,0.988,0,0,0,0.006,0,0,0.2776
CET-Colton,191,0.9319,0.0681,0.089,0.0838,0.7749,0.0052,0,0.0105,0.0366,0,0,0.527
CET-Watsonville,149,0.6309,0.3691,0.0134,0.0067,0.9732,0,0,0.0067,0,0,0,0.23
CET-Salinas,187,0.1604,0.8396,0.0053,0,0.9947,0,0,0,0,0,0,0.3047
Cerritos College,18710,0.4641,0.5359,0.0976,0.068,0.7027,0.0709,0.0021,0.0036,0.0239,0.002,0.0291,0.35
Cerro Coso Community College,3496,0.4273,0.5727,0.3816,0.0675,0.4422,0.0412,0.0163,0.0034,0.042,3e-4,0.0054,0.1409
Chabot College,10861,0.5151,0.4849,0.1609,0.0863,0.4233,0.2199,0.0017,0.0144,0.0617,0.0063,0.0258,0.1782
Chaffey College,13568,0.4158,0.5842,0.1408,0.0682,0.6267,0.0705,0.0022,0.0019,0.0337,0.0309,0.0251,0.2834
Chapman University,7629,0.3909,0.6091,0.4822,0.0225,0.1861,0.1646,0.0013,0.0025,0.0886,0.0286,0.0235,0.1974
Charles R Drew University of Medicine and Science,233,0.3906,0.6094,0.0343,0.3433,0.206,0.0987,0,0,0.2833,0,0.0343,0.313
Concordia University-Irvine,1456,0.4114,0.5886,0.4519,0.0302,0.2878,0.103,0.0027,0.0041,0.0755,0.0391,0.0055,0.2295
San Diego Christian College,91,0.5055,0.4945,0.3077,0.1099,0.3407,0.022,0.011,0.033,0.0549,0.022,0.0989,0.1605
Citrus College,8126,0.4545,0.5455,0.1512,0.0352,0.6607,0.082,0.0021,0.0022,0.0338,0.0222,0.0106,0.2898
Citrus Heights Beauty College,110,0.0273,0.9727,0.6818,0.0273,0.1636,0.0182,0,0.0182,0.0364,0.0273,0.0273,0.3361
City College of San Francisco,16060,0.4611,0.5389,0.2089,0.0699,0.2767,0.3204,0.0029,0.0074,0.054,0.0182,0.0417,0.171
Claremont McKenna College,1379,0.4975,0.5025,0.3662,0.0508,0.1537,0.1566,0,0.0015,0.0819,0.1443,0.045,0.1948
Milan Institute-Visalia,632,0.0285,0.9715,0.144,0.0285,0.7484,0.0206,0.019,0.0016,0.0316,0,0.0063,0.7356
Clovis Adult Education,268,0.1269,0.8731,0.0746,0.0709,0.6231,0.1978,0,0.0037,0.0149,0,0.0149,0.1134
Coastline Community College,7007,0.5757,0.4243,0.2722,0.1,0.3241,0.1985,0.0053,0.004,0.0392,0.0231,0.0335,0.1018
University of Silicon Valley,377,0.748,0.252,0.2679,0.0902,0.2626,0.1804,0.0106,0.0027,0.1114,0.0106,0.0637,0.4749
Coba Academy,100,0.32,0.68,0.09,0.03,0.76,0.03,0.04,0.01,0.01,0,0.03,0.4604
Columbia College,1917,0.4528,0.5472,0.6641,0.035,0.2457,0.0203,0.0162,0.0026,0.0047,5e-4,0.011,0.22
California College of ASU,149,0.5638,0.4362,0.4094,0.1879,0.094,0.0872,0.0268,0.0067,0.047,0.0067,0.1342,0.474
Compton College,2881,0.3634,0.6366,0.0285,0.3457,0.5356,0.0219,0.0014,0.0042,0.033,0,0.0299,0.2712
Contra Costa College,4805,0.3992,0.6008,0.117,0.1496,0.4549,0.1704,0.0017,0.0056,0.0656,0.0181,0.0171,0.2321
Cosumnes River College,13527,0.443,0.557,0.2205,0.091,0.2935,0.2435,0.0035,0.0132,0.0601,0.0032,0.0715,0.2521
Crafton Hills College,5074,0.4594,0.5406,0.2913,0.0404,0.5402,0.0642,0.0022,0.0014,0.0526,6e-4,0.0071,0.1461
Cuesta College,6879,0.4723,0.5277,0.4961,0.0237,0.3535,0.0313,0.0047,0.0025,0.0669,0.0026,0.0188,0.1809
Cuyamaca College,6788,0.4546,0.5454,0.5116,0.0365,0.3198,0.0446,0.005,0.0021,0.0423,0.0019,0.0361,0.2378
Cypress College,12309,0.4248,0.5752,0.1162,0.0375,0.548,0.212,0.0016,0.0036,0.0626,0.0076,0.011,0.3215
De Anza College,14953,0.5115,0.4885,0.1656,0.0273,0.2854,0.3809,0.0011,0.005,0.0526,0.0745,0.0077,0.1799
International School of Beauty Inc,173,0.2659,0.7341,0.3064,0.0347,0.6127,0.0231,0.0058,0,0.0116,0,0.0058,0.518
College of the Desert,8900,0.4287,0.5713,0.1394,0.0245,0.761,0.0285,0.0027,0.0012,0.0278,0.009,0.0058,0.3244
Design Institute of San Diego,92,0.0652,0.9348,0.5,0.1087,0.163,0.087,0,0.0217,0,0.0217,0.0978,0.5484
Diablo Valley College,14734,0.5019,0.4981,0.2953,0.0582,0.3073,0.1822,0.0017,0.0052,0.0882,0.0431,0.0189,0.1673
Dominican University of California,1178,0.2784,0.7216,0.2165,0.0628,0.3098,0.3022,0.0034,0.0076,0.0662,0.0255,0.0059,0.2958
East Los Angeles College,24401,0.5173,0.4827,0.1166,0.0636,0.6488,0.0616,0.002,0.0016,0.0098,0.0066,0.0895,0.2227
El Camino Community College District,18994,0.4764,0.5236,0.1517,0.1277,0.4925,0.0931,0.0028,0.0045,0.0208,0.0155,0.0913,0.2937
Evergreen Valley College,7670,0.4606,0.5394,0.0943,0.0339,0.4511,0.3446,0.0047,0.0029,0.0316,0.0094,0.0276,0.2405
FIDM-Fashion Institute of Design & Merchandising,1319,0.1638,0.8362,0.2904,0.0743,0.2509,0.1168,0.0106,0.0099,0.0045,0.2039,0.0387,0.262
Feather River Community College District,1574,0.4682,0.5318,0.3272,0.0978,0.3806,0.033,0.0216,0.0095,0.0267,0.0172,0.0864,0.2031
Federico Beauty Institute,245,0.0776,0.9224,0.2612,0.102,0.4571,0.1143,0.0041,0.0041,0.049,0.0041,0.0041,0.4807
Redondo Beach Beauty College,52,0.0769,0.9231,0.1538,0.0769,0.2885,0.4808,0,0,0,0,0,0.2913
Foothill College,10922,0.5251,0.4749,0.2796,0.0331,0.3231,0.237,0.0024,0.007,0.0614,0.0371,0.0192,0.0843
Fredrick and Charles Beauty College,67,0.0746,0.9254,0.5672,0.0299,0.194,0.0149,0.0896,0,0.1045,0,0,0.5407
Fresno City College,18774,0.4679,0.5321,0.1507,0.0475,0.6541,0.1058,0.0043,0.0015,0.0298,0.001,0.0053,0.2827
Fresno Pacific University,1614,0.2825,0.7175,0.2032,0.053900000000000003,0.6152,0.0496,0.0087,0.0056,0.0087,0.0341,0.0211,0.5872
Fullerton College,16637,0.4744,0.5256,0.151,0.0301,0.6017,0.1335,0.0014,0.0023,0.0528,0.0103,0.0166,0.259
Gavilan College,4410,0.4696,0.5304,0.2098,0.0195,0.6544,0.046,0.0025,0.0039,0.0356,7e-4,0.0277,0.2412
Gemological Institute of America-Carlsbad,308,0.4773,0.5227,0.2597,0.0292,0.1136,0.1104,0,0,0.0032,0.3506,0.1331,0.129
Glendale Community College,9807,0.4718,0.5282,0.5452,0.0254,0.2895,0.0754,0.0019,0.0015,0.0187,0.0209,0.0215,0.353
Glendale Career College,854,0.2506,0.7494,0.2002,0.0609,0.2248,0.1838,0.0105,0.0199,0.281,0,0.0187,0.5503
Golden Gate University,550,0.6036,0.3964,0.2873,0.1691,0.1691,0.0855,0.0182,0.0273,0,0.0182,0.2255,0.2196
Golden West College,8919,0.4725,0.5275,0.2352,0.0196,0.3341,0.2988,0.0019,0.0053,0.052,0.0265,0.0266,0.2274
Grossmont College,11467,0.4203,0.5797,0.3973,0.0461,0.3815,0.0665,0.0028,0.0037,0.0498,0.0157,0.0365,0.2367
Salon Success Academy-Riverside,173,0.185,0.815,0.1387,0.1214,0.7052,0.0116,0,0.0116,0,0,0.0116,0.6092
Hartnell College,7153,0.475,0.525,0.0617,0.0176,0.8285,0.0337,0.0021,0.0022,0.021,3e-4,0.033,0.2747
Harvey Mudd College,915,0.5038,0.4962,0.2306,0.0525,0.2317,0.223,0.0022,0.0011,0.1082,0.1038,0.047,0.141
Hilltop Beauty School,79,0.0506,0.9494,0.0127,0.0506,0.6709,0.1646,0.0759,0,0,0,0.0253,0.5778
California State Polytechnic University-Humboldt,5491,0.4453,0.5547,0.5096,0.0262,0.2972,0.0306,0.0118,0.0031,0.0727,0.0027,0.0461,0.4571
Humphreys University-Stockton and Modesto Campuses,178,0.1742,0.8258,0.264,0.0787,0.4326,0.0843,0.0056,0.0225,0.0337,0.073,0.0056,0.5535
Imperial Valley College,6881,0.456,0.544,0.0373,0.0096,0.9082,0.0048,0.0015,4e-4,0.0067,0,0.0315,0.5042
Institute for Business and Technology,609,0.8309,0.1691,0.11,0.046,0.67490000000000006,0.0772,0,0.0082,0.0066,0,0.0772,0.3239
Interior Designers Institute,107,0.0748,0.9252,0.5701,0.0467,0.1869,0.1028,0.0093,0,0.0561,0.028,0,0.3438
Irvine Valley College,9577,0.5229,0.4771,0.2867,0.0218,0.2495,0.2995,0.0014,0.0019,0.06,0.0553,0.0239,0.2061
Bellus Academy-El Cajon,205,0.0293,0.9707,0.3707,0.122,0.3463,0.0244,0.0049,0.0098,0.1073,0,0.0146,0.5587
American Jewish University,69,0.0435,0.9565,0.5652,0.1014,0.1739,0.029,0,0,0.0725,0.029,0.029,0.119
Reedley College,4853,0.4498,0.5502,0.1696,0.0274,0.7231,0.0449,0.0029,0.0014,0.0229,0,0.0078,0.2821
Life Pacific University,393,0.4427,0.5573,0.3588,0.0712,0.4249,0.0433,0.0102,0.0025,0.0509,0.0051,0.0331,0.4861
University of La Verne,3341,0.387,0.613,0.1565,0.079,0.6324,0.0527,0.0021,0.0036,0.0371,0.0207,0.0159,0.4754
Laguna College of Art and Design,776,0.2513,0.7487,0.4394,0.0206,0.2255,0.1778,0.0052,0.0039,0.0786,0.0425,0.0064,0.3141
Lake Tahoe Community College,2909,0.6662,0.3338,0.4283,0.0468,0.2901,0.0681,0.012,0.0086,0.0265,0.0038,0.1158,0.1476
Lancaster Beauty School,131,0.2366,0.7634,0.1145,0.3282,0.5038,0,0,0,0.0458,0,0.0076,0.7487
Laney College,7158,0.4753,0.5247,0.1801,0.215,0.2639,0.2133,0.0029,0.005,0.0602,0.0115,0.0481,0.1604
Lassen Community College,1564,0.6624,0.3376,0.4201,0.0959,0.3178,0.0396,0.0281,0.0102,0.0448,0.0058,0.0377,0.1334
Latin American Bible Institute,78,0.4103,0.5897,0,0,1,0,0,0,0,0,0,0.5217
Lincoln University,223,0.7623,0.2377,0.0852,0.4978,0.0493,0.0135,0,0,0,0.3543,0,0
Southern California Seminary,30,0.7,0.3,0.4,0.2667,0.2333,0.0333,0,0.0333,0,0.0333,0,0.3214
La Sierra University,1155,0.43120000000000003,0.5688,0.0926,0.0701,0.5177,0.1706,9e-4,0.0078,0.0623,0.0762,0.0017,0.4735
Loma Linda University,867,0.2722,0.7278,0.203,0.0323,0.4602,0.2353,0,0.0012,0.0427,0.0254,0,0.3241
Long Beach City College,21899,0.4429,0.5571,0.1199,0.1195,0.6004,0.0899,0.0016,0.0062,0.053,0.0035,0.0061,0.3726
Southern California University of Health Sciences,132,0.1742,0.8258,0.197,0.1136,0.3485,0.2045,0.0076,0,0.0758,0.0152,0.0379,0.0922
Los Angeles Harbor College,6496,0.4027,0.5973,0.1566,0.1096,0.585,0.0776,0.002,0.0051,0.0363,0.0031,0.0248,0.228
Los Angeles Pierce College,13029,0.4622,0.5378,0.2819,0.05,0.4944,0.0848,0.0015,0.0016,0.0445,0.0105,0.0308,0.268
Los Angeles Southwest College,3793,0.3496,0.6504,0.1221,0.3593,0.4242,0.0345,0.0011,0.0016,0.0401,0.0013,0.0158,0.2459
Los Angeles Trade Technical College,10165,0.5991,0.4009,0.078,0.1417,0.7089,0.0284,0.0025,0.001,0.0212,0.0036,0.0148,0.3123
Los Angeles Valley College,12470,0.4342,0.5658,0.3169,0.0573,0.5088,0.0551,0.0012,0.0014,0.0286,0.0055,0.0251,0.2594
The Master's University and Seminary,1606,0.5286,0.4714,0.609,0.0255,0.2042,0.0648,0.0037,0.0044,0.0579,0,0.0305,0.1938
Los Angeles City College,10857,0.4413,0.5587,0.2132,0.0932,0.5025,0.0947,0.0016,0.0011,0.0356,0.0309,0.0271,0.2624
Los Angeles County College of Nursing and Allied Health,220,0.3,0.7,0.1,0.0682,0.5045,0.2636,0.0091,0,0.0545,0,0,0.359
Los Angeles Mission College,8031,0.4156,0.5844,0.1487,0.0493,0.7055,0.0432,0.0012,7e-4,0.0171,0.0029,0.0314,0.2113
Los Medanos College,7100,0.4354,0.5646,0.1861,0.1289,0.4683,0.1199,0.002,0.007,0.0706,0.0038,0.0135,0.2499
Loyola Marymount University,7171,0.467,0.533,0.3952,0.0775,0.2457,0.1011,3e-4,8e-4,0.0824,0.0968,1e-4,0.1303
Lu Ross Academy,277,0.2455,0.7545,0.1516,0.0036,0.769,0.0144,0.0325,0,0.0036,0.0108,0.0144,0.495
Lyle's College of Beauty,96,0.0104,0.9896,0.2292,0.0417,0.6771,0.0104,0,0,0.0208,0,0.0208,0.3485
Lyle's College of  Beauty,77,0.039,0.961,0.3766,0.039,0.4545,0.0779,0,0,0.039,0.013,0,0.3867
Lytles Redwood Empire Beauty College,114,0.0263,0.9737,0.5439,0.0088,0.3947,0.0175,0.0351,0,0,0,0,0.4292
MTI College,1025,0.2107,0.7893,0.2702,0.1707,0.3668,0.0898,0.0049,0.0127,0.0654,0,0.0195,0.4055
College of Marin,3928,0.4323,0.5677,0.4483,0.0344,0.361,0.0619,0.0013,0.0031,0.0634,0.0135,0.0132,0.1684
Mendocino College,2857,0.3287,0.6713,0.3913,0.0231,0.3861,0.0378,0.0522,0.0035,0.0165,4e-4,0.0893,0.2541
Menlo College,811,0.5734,0.4266,0.1628,0.0432,0.3255,0.0666,0.0086,0.0197,0.1097,0.2256,0.0382,0.2938
Merced College,9677,0.4124,0.5876,0.1691,0.0385,0.6619,0.0714,0.0041,0.003,0.0353,0.005,0.0117,0.3339
Merritt College,5153,0.3464,0.6536,0.1877,0.2366,0.2884,0.1725,0.0016,0.0047,0.0586,0.0085,0.0415,0.0936
Northeastern University Oakland,542,0.4889,0.5111,0.2565,0.0535,0.1365,0.3782,0,0,0.0664,0.059,0.0498,NA
MiraCosta College,10474,0.4247,0.5753,0.3453,0.0358,0.4364,0.0722,0.0037,0.0068,0.0655,0.0082,0.0261,0.2724
Mission College,5557,0.4673,0.5327,0.1189,0.0396,0.3711,0.352,0.0027,0.0074,0.0664,0.0184,0.0236,0.1622
Modern Beauty Academy,62,0.3226,0.6774,0.0484,0,0.7742,0.0323,0.0323,0,0.0161,0.0806,0.0161,0.2816
Modesto Junior College,14714,0.393,0.607,0.3173,0.0342,0.5603,0.0637,0.0054,0.0096,5e-4,0.0021,0.0069,0.2617
Moler Barber College,335,0.5522,0.4478,0.0537,0.3851,0.3881,0.0478,0.006,0.0179,0.0507,0.003,0.0478,0.5575
Middlebury Institute of International Studies at Monterey,8,0.375,0.625,0.5,0,0.25,0.125,0,0,0,0.125,0,0.0556
Monterey Peninsula College,5759,0.4588,0.5412,0.304,0.026,0.4978,0.0642,0.0023,0.0089,0.0667,0.0028,0.0273,0.194
Moorpark College,12011,0.4703,0.5297,0.3593,0.0217,0.4259,0.0803,0.0017,0.0023,0.0935,0.0046,0.0107,0.1874
Mt San Antonio College,25311,0.473,0.527,0.0827,0.0374,0.6545,0.1795,0.0013,0.0019,0.0315,0.009,0.0021,0.3422
Mount Saint Mary's University,1746,0.0745,0.9255,0.0905,0.0538,0.5447,0.1901,0.0092,0.0029,0.0172,0.0052,0.0865,0.5515
Mt San Jacinto Community College District,14859,0.4013,0.5987,0.2211,0.0553,0.5178,0.0726,0.0036,0.0042,0.0501,0,0.0752,0.3319
Musicians Institute,735,0.732,0.268,0.2,0.0667,0.0857,0.0789,0.0082,0.0054,0.0517,0.4354,0.068,0.1769
Napa Valley College,3205,0.4084,0.5916,0.2262,0.0406,0.4889,0.1385,0.0031,0.0066,0.0546,9e-4,0.0406,0.1905
National Holistic Institute,1134,0.2795,0.7205,0.2822,0.1279,0.3034,0.0802,0.0097,0.0071,0.127,0,0.0626,0.5923
National University,9725,0.4666,0.5334,0.2977,0.1566,0.3295,0.0706,0.0075,0.0108,0.0364,1e-4,0.0908,0.2553
Newschool of Architecture and Design,212,0.5802,0.4198,0.2736,0.1226,0.3679,0.0991,0.0094,0.0094,0.0472,0.0425,0.0283,0.4629
North Adrian's College of Beauty Inc,213,0.061,0.939,0.2535,0.0704,0.5399,0.0235,0.0094,0.0047,0.061,0,0.0376,0.4403
North-West College-Pomona,315,0.1683,0.8317,0.1429,0.1238,0.4286,0.0794,0.019,0.0127,0.1905,0,0.0032,0.638
North-West College-West Covina,635,0.1417,0.8583,0.1984,0.0551,0.4205,0.1071,0.0142,0.0094,0.1953,0,0,0.6155
North-West College-Van Nuys,225,0.2178,0.7822,0.1733,0.0933,0.6044,0.0978,0.0044,0.0089,0.0178,0,0,0.5271
San Francisco Bay University,62,0.5968,0.4032,0,0.0161,0.0161,0.7258,0,0,0,0.129,0.1129,0
Notre Dame de Namur University,14,0.5,0.5,0.1429,0.1429,0.5714,0.0714,0,0,0.0714,0,0,NA
Occidental College,1844,0.4121,0.5879,0.4799,0.0412,0.1746,0.1329,0.0011,0.0011,0.1128,0.0412,0.0152,0.1595
Ohlone College,6958,0.5195,0.4805,0.1339,0.0328,0.2489,0.4306,0.0013,0.0082,0.054,0.0415,0.0487,0.1127
Orange Coast College,16117,0.5018,0.4982,0.2863,0.0168,0.361,0.2157,0.0019,0.0025,0.0533,0.0523,0.0102,0.2358
Otis College of Art and Design,1242,0.3092,0.6908,0.2238,0.0556,0.2174,0.1731,8e-4,0,0.0797,0.2407,0.0089,0.3068
Oxnard College,6059,0.4729,0.5271,0.1258,0.0177,0.7529,0.0523,0.0023,0.002,0.0323,0.004,0.0107,0.3547
Hope International University,549,0.4463,0.5537,0.2714,0.0674,0.2678,0.0455,0.0146,0.0109,0.1749,0.0328,0.1148,0.4288
Concorde Career College-San Diego,178,0.1461,0.8539,0.0674,0.0449,0.2528,0.0337,0.0056,0.0056,0,0,0.5899,0.5717
Palo Alto University,19,0.0526,0.9474,0.2632,0.2105,0.2632,0.1053,0,0.0526,0,0,0.1053,0.1923
Pacific Oaks College,346,0.1069,0.8931,0.1734,0.1243,0.5665,0.0231,0,0.0029,0.0462,0.0116,0.052,0.5503
Pacific States University,17,0.7059,0.2941,0,0,0,0,0,0,0,1,0,NA
Pacific Union College,910,0.3692,0.6308,0.178,0.0593,0.2967,0.211,0,0.0088,0.1264,0.0264,0.0934,0.3337
University of the Pacific,3247,0.4463,0.5537,0.1632,0.0311,0.2664,0.3437,0.0018,0.0043,0.0533,0.0711,0.065,0.343
Palo Verde College,2909,0.8463,0.1537,0.2413,0.1189,0.5125,0.0358,0.0117,0.0065,0.0265,0,0.0468,0.0639
Palomar College,16167,0.5593,0.4407,0.3364,0.031,0.4851,0.0598,0.0045,0.0046,0.0593,0.0082,0.0111,0.1716
Pasadena City College,20624,0.4645,0.5355,0.1701,0.0342,0.4759,0.2363,0.0016,0.0012,0.0371,0.0261,0.0175,0.2995
Pepperdine University,3629,0.4103,0.5897,0.4464,0.0361,0.1874,0.1499,0.0019,0.003,0.0755,0.0835,0.0163,0.1961
Pitzer College,1191,0.4039,0.5961,0.4861,0.0445,0.1276,0.1192,0.0059,0.0034,0.0999,0.0806,0.0327,0.1015
Point Loma Nazarene University,3132,0.3368,0.6632,0.5297,0.0204,0.2634,0.0651,0.0032,0.0029,0.0811,0.0115,0.0227,0.2273
Pomona College,1638,0.4518,0.5482,0.2924,0.1081,0.1654,0.1777,0,0.0049,0.0946,0.1239,0.033,0.1853
Porterville College,2775,0.3946,0.6054,0.1971,0.0231,0.7294,0.0205,0.0043,0.0011,0.0223,7e-4,0.0014,0.3584
Professional Institute of Beauty,90,0.0444,0.9556,0.0111,0,0.7333,0.0111,0,0,0,0.2444,0,0.5064
Santa Ana College,22011,0.6107,0.3893,0.1778,0.0157,0.5311,0.0747,0.002,0.0025,0.019,0.0065,0.1707,0.1608
Shasta School of Cosmetology,101,0.1188,0.8812,0.6436,0.0198,0.198,0.0297,0.0297,0,0.0792,0,0,0.36
University of Redlands,2095,0.4267,0.5733,0.368,0.0501,0.4305,0.0496,0.0095,0.0048,0.0644,0.0095,0.0134,0.3511
College of the Redwoods,3514,0.502,0.498,0.5088,0.0361,0.2351,0.029,0.0569,0.0026,0.0965,3e-4,0.0347,0.3339
Salon Success Academy-Upland,238,0.0378,0.9622,0.2017,0.0924,0.6387,0.0336,0.0084,0,0.0042,0,0.021,0.536
Salon Success Academy-Corona,216,0.0046,0.9954,0.2407,0.0833,0.5833,0.037,0,0.0278,0.0278,0,0,0.4866
Rio Hondo College,15365,0.5787,0.4213,0.1041,0.0213,0.7103,0.0525,0.0015,0.0016,0.01,0.0017,0.0971,0.2385
Riverside City College,17361,0.4196,0.5804,0.1329,0.0713,0.6751,0.0622,0.0019,0.0033,0.0423,0.0059,0.005,0.329
Dongguk University Los Angeles,4,0,1,0,0,0,1,0,0,0,0,0,NA
Sacramento City College,16952,0.4149,0.5851,0.2673,0.094,0.325,0.159,0.0044,0.0126,0.0669,0.0031,0.0677,0.2503
Saddleback College,15959,0.4569,0.5431,0.4468,0.0231,0.3024,0.1208,0.0026,0.0023,0.0626,0.015,0.0243,0.1532
Samuel Merritt University,712,0.1868,0.8132,0.2879,0.0646,0.2388,0.2683,0.0042,0.0084,0.1096,0,0.0183,0.1776
San Diego City College,10584,0.4635,0.5365,0.2285,0.0948,0.4881,0.1033,0.0015,0.0044,0.0667,0.0011,0.0116,0.2195
San Diego Mesa College,15899,0.4472,0.5528,0.2813,0.0673,0.4086,0.1421,0.0018,0.0042,0.0798,0.0039,0.0109,0.1556
San Diego Miramar College,10740,0.5494,0.4506,0.3189,0.052,0.3344,0.1879,0.0019,0.006,0.0807,0.0017,0.0166,0.1147
San Diego State University,33654,0.4358,0.5642,0.3426,0.0366,0.3617,0.1336,0.0022,0.0032,0.0702,0.0207,0.0292,0.3142
University of San Diego,5619,0.4424,0.5576,0.456,0.0457,0.2552,0.0705,0.0025,0.0034,0.0753,0.0626,0.0288,0.1935
San Francisco Conservatory of Music,215,0.6326,0.3674,0.3023,0.0372,0.1349,0.0744,0,0,0.1023,0.3023,0.0465,0.1584
San Francisco State University,20033,0.4583,0.5417,0.1542,0.0646,0.3985,0.2386,0.0016,0.0059,0.0593,0.0354,0.0418,0.414
University of San Francisco,5697,0.3493,0.6507,0.2305,0.0753,0.215,0.2617,0.0018,0.0033,0.1018,0.095,0.0156,0.2722
San Joaquin Delta College,13964,0.4101,0.5899,0.1464,0.072,0.5231,0.182,0.0025,0.0062,0.0591,6e-4,0.0079,0.2309
San Joaquin Valley College-Visalia,2270,0.2573,0.7427,0.1938,0.0696,0.5916,0.0551,0.0132,0.0079,0.0115,0.0013,0.0559,0.4917
San Joaquin Valley College-Bakersfield,820,0.3232,0.6768,0.1317,0.05,0.6817,0.0415,0.0134,0.0098,0.0073,0,0.0646,0.5673
William Jessup University,1021,0.4251,0.5749,0.4466,0.0558,0.2488,0.0431,0.0176,0.0127,0.0578,0.0343,0.0833,0.343
